Date,Portfolio Value,Reference Values
2017-02-17,6359791.235446574,2141528.769228978
2017-02-24,6144296.27921113,2152446.0540565723
2017-03-03,6241992.43723771,2157179.7887578174
2017-03-10,6029810.155017662,2138326.3656795505
2017-03-17,6070742.73484839,2149528.9555506394
2017-03-24,5973511.409239621,2118436.528361651
2017-03-31,6078350.927759911,2142536.0707090707
2017-04-07,6122052.724366743,2134268.0469996394
2017-04-14,5966799.260808543,2111682.3681483124
2017-04-21,6004403.624097868,2133516.937803501
2017-04-28,6243874.229568429,2155188.476005264
2017-05-05,6266960.293704152,2164725.8160306504
2017-05-12,6304410.48857511,2147654.093836247
2017-05-19,6352052.25816261,2142512.7805014383
2017-05-26,6479067.683519997,2166653.0807122146
2017-06-02,6491792.161621786,2189739.499027634
2017-06-09,6639593.118117173,2185902.4373202287
2017-06-16,6571205.418168494,2191521.199911497
2017-06-23,6687729.233042712,2187171.7536361837
2017-06-30,6676524.121068996,2185803.4539377918
2017-07-07,6699145.749425798,2180807.704400684
2017-07-14,6853281.272656972,2210916.1203172123
2017-07-21,6960195.182782863,2223760.669826371
2017-07-28,6803356.579018869,2220622.314347932
2017-08-04,6693226.280220395,2212441.6289171213
2017-08-11,6599002.571423074,2173576.094930886
2017-08-18,6635979.91632602,2156131.729414367
2017-08-25,6900211.1189621985,2175398.5536781056
2017-09-01,7139275.68561944,2201798.0040292055
2017-09-08,7068406.6415627375,2194007.4295762344
2017-09-15,7244717.495185243,2227720.0051238453
2017-09-22,7328059.1750526065,2231452.2608969053
2017-09-29,7396820.926050195,2253938.956365796
2017-10-06,7461563.952342209,2275517.33373703
2017-10-13,7467059.947652606,2276542.1028728466
2017-10-20,7450216.504788875,2296792.9384090453
2017-10-27,7271873.526017641,2283523.3426105985
2017-11-03,7357625.71700891,2279989.053602412
2017-11-10,7323777.815176758,2282498.5734747816
2017-11-17,7363157.832167935,2294888.9639351126
2017-11-24,7440998.120665913,2306930.00128096
2017-12-01,7470153.998150585,2354005.3334575463
2017-12-08,7510163.212441433,2363979.3648760365
2017-12-15,7594196.284739997,2369720.401057374
2017-12-22,7637586.673748359,2385959.498328926
2017-12-29,7683824.695180301,2382710.514364234
2018-01-05,7856577.572181491,2435229.9325748472
2018-01-12,8072534.396616462,2474444.819675566
2018-01-19,8002233.822681451,2487586.3193320353
2018-01-26,8190448.383086855,2535168.213524622
2018-02-02,7790393.3831048235,2431165.791343028
2018-02-09,7412405.75642883,2312199.410757745
2018-02-16,7786900.272756556,2407077.894099424
2018-02-23,7826326.647042167,2414944.1617271993
2018-03-02,7737342.387816289,2363758.10790353
2018-03-09,7868361.376227574,2445902.670222303
2018-03-16,7736193.096906029,2419788.5249146977
2018-03-23,7171418.852395797,2297544.0476051825
2018-03-30,7315980.150681254,2347827.6058831047
2018-04-06,7197362.0701044565,2316152.9235033114
2018-04-13,7409462.175340497,2351059.1221920727
2018-04-20,7537410.959697026,2364742.119175991
2018-04-27,7675874.1773229875,2376666.7054836783
2018-05-04,7576896.894140137,2354605.0563040758
2018-05-11,7775591.929582824,2397476.5060030497
2018-05-18,7896237.814698414,2396259.5926542673
2018-05-25,7877587.024077937,2400964.2145959726
2018-06-01,7998219.207989426,2404510.1487079747
2018-06-08,8166272.487204555,2446781.8755604196
2018-06-15,8163681.365178838,2451538.900469297
2018-06-22,8126131.316466228,2435864.590732826
2018-06-29,7926338.250107191,2401994.8062836975
2018-07-06,8059636.107227385,2437727.807343402
2018-07-13,8108652.95447316,2458805.4452505438
2018-07-20,8138005.646731559,2455550.6387339444
2018-07-27,8151682.497490919,2470252.5823017713
2018-08-03,8204661.136379905,2482142.2332980097
